Unnamed: 0,1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,EnclosedPorch,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd
1064,1154,0,3,2,778,1,376,70,480,2,1966,1154,3,11000,70,200,58,6,5,1154,0,1966,1966
976,869,0,2,3,0,6,440,51,0,1,1923,869,1,5900,51,0,0,7,4,440,0,1923,1958
45,1752,0,2,3,456,2,1296,61,576,2,2005,1752,0,7658,61,412,82,5,9,1752,0,2005,2005
348,862,764,2,3,573,2,191,36,474,2,2003,1626,2,2448,36,106,27,5,7,764,0,2003,2004
235,483,0,2,3,358,0,125,21,264,3,1971,987,3,1680,21,604,0,3,6,483,0,1971,1971
1043,1532,797,4,3,1085,2,390,86,514,3,1990,2329,2,11839,86,99,121,5,7,1475,0,1990,1990
593,848,0,1,0,685,2,163,70,420,3,2003,848,2,4435,70,170,0,5,6,848,0,2003,2003
663,1181,0,3,0,767,1,371,90,588,2,1974,1181,3,10012,90,0,0,5,4,1138,0,1972,1972
978,894,0,3,3,552,6,342,68,400,3,1999,894,3,9450,68,0,0,5,4,894,0,1954,1954
588,1473,0,1,1,1324,2,113,65,452,3,1968,1473,0,25095,65,0,48,8,5,1437,0,1968,2003
43,938,0,3,0,632,3,306,70,308,3,1977,938,3,9200,70,0,0,6,5,938,145,1975,1980
671,697,672,3,3,551,1,121,54,300,3,1930,1369,3,6629,54,0,0,6,6,672,0,1925,1950
330,1728,0,6,3,1164,2,564,70,352,3,2002,1728,3,10624,70,84,0,4,5,1728,0,1964,1964
237,1014,730,3,3,402,1,594,70,457,2,1993,1744,2,9453,70,0,70,7,7,996,0,1993,2003
309,1944,0,3,1,1274,6,622,90,708,0,2003,1944,0,12378,90,0,175,5,9,1896,0,2003,2004
1176,923,0,3,3,658,0,218,37,264,3,1984,923,3,6951,37,0,0,5,5,876,0,1984,1985
1287,1582,0,4,0,812,5,812,70,390,3,1964,1582,3,36500,70,621,198,5,5,1624,168,1964,1964
504,855,0,3,3,576,0,279,24,440,3,1974,1322,3,2308,24,0,0,5,6,855,0,1974,1974
1310,1902,0,3,0,1406,2,496,100,567,0,1959,1902,0,17500,100,0,207,8,7,1902,0,1959,2002
150,969,0,3,0,716,1,253,120,440,3,1975,969,3,10356,120,0,0,6,5,969,0,1975,1975
312,793,325,3,2,507,5,286,65,410,3,1939,1118,3,7800,65,0,0,7,5,793,0,1939,1950
842,1165,0,3,1,760,5,367,82,490,2,1966,1165,3,9020,82,183,129,7,6,1127,0,1966,1966
1139,1167,0,3,3,645,1,270,98,495,3,1972,1167,3,8731,98,0,0,5,5,915,0,1920,1950
1343,1172,741,3,3,0,6,896,57,342,3,1929,1913,3,7558,57,0,0,6,6,896,0,1928,1950
964,1070,824,4,3,624,2,193,80,510,3,2002,1894,2,11316,80,44,40,5,7,817,0,2002,2003
1191,764,677,2,3,0,6,776,24,492,3,1999,1441,2,2645,24,456,0,5,8,776,206,1999,2000
1145,1042,534,3,3,0,6,1042,52,225,3,1928,1576,3,6240,52,0,0,6,5,1042,0,1928,1950
1414,1053,795,4,3,0,6,833,64,370,3,1923,1848,2,13053,64,0,0,7,6,833,0,1923,2000
545,1377,806,4,3,1002,2,202,70,786,3,1988,2183,2,13837,70,178,0,5,7,1204,0,1988,1988
1031,1687,998,5,3,523,2,301,102,672,0,1970,3082,3,15863,102,0,63,3,7,824,0,1920,1970
580,1429,0,3,3,771,1,373,70,572,3,1960,1429,2,14585,70,85,110,6,6,1144,216,1960,1987
6,1694,0,3,0,1369,2,317,75,636,2,2004,1694,2,10084,75,186,57,5,8,1686,0,2004,2005
1327,816,0,3,3,641,0,175,60,264,3,1982,816,2,6600,60,0,0,9,5,816,0,1982,2008
939,1207,1196,3,2,0,6,1032,70,349,3,1940,2403,3,24090,70,0,0,7,7,1032,0,1940,1950
652,909,807,2,3,0,6,880,70,512,2,1996,1716,2,8750,70,0,120,5,7,880,0,1996,1996
1053,1526,0,4,0,383,5,833,68,364,3,1957,1526,3,8562,68,145,78,6,5,1216,116,1957,2002
397,936,876,4,3,540,0,324,69,264,2,1962,1812,3,7590,69,288,168,5,5,864,0,1962,1962
1315,1092,1020,4,2,642,0,310,85,576,3,1969,2112,3,11075,85,0,0,5,6,952,0,1969,1969
509,1041,0,3,3,991,0,50,80,270,2,1959,1041,3,9600,80,132,88,6,5,1041,0,1959,1959
571,864,0,2,3,414,6,450,60,288,3,1959,864,2,7332,60,207,0,6,6,864,0,1959,1959
1092,1390,304,4,3,423,5,758,60,576,3,1925,1694,3,8400,60,0,0,5,6,1181,0,1925,1950
1148,572,539,2,3,0,6,572,70,288,3,1982,1111,3,5700,70,0,0,7,7,572,0,1926,1950
461,575,560,3,3,350,0,210,60,576,2,1971,1135,2,7200,60,0,0,9,7,560,0,1936,2007
929,1243,993,4,3,0,6,964,70,642,0,1997,2236,2,13006,70,285,0,5,7,964,0,1997,1997
711,859,319,2,2,0,6,859,66,384,2,1964,1178,3,8712,66,0,0,7,4,859,0,1900,1950
1159,943,933,4,3,442,0,459,76,540,2,1974,1876,2,9120,76,270,69,6,6,901,0,1974,1974
767,983,767,4,2,660,0,323,75,423,3,1989,1750,3,12508,75,0,0,7,6,983,0,1940,1985
513,1080,0,3,3,336,0,748,71,484,3,1983,1080,3,9187,71,0,0,5,6,1084,0,1983,1983
775,1204,0,2,3,866,2,338,32,412,3,1998,1204,3,4500,32,320,247,5,6,1204,0,1998,1998
1358,804,769,3,3,378,2,378,70,440,3,2000,1573,2,2117,70,216,32,5,6,756,0,2000,2000
985,1164,0,3,3,1040,0,124,68,240,3,1950,1164,3,10880,68,0,48,5,5,1164,0,1950,1950
68,747,0,2,3,0,6,747,47,220,3,1945,747,3,4608,47,0,0,6,4,747,0,1945,1950
540,1838,0,2,0,1260,2,578,85,765,3,2006,1838,0,14601,85,584,68,5,9,1838,0,2006,2006
468,1634,0,3,3,0,6,1626,98,866,3,2006,1634,2,11428,98,248,44,5,8,1626,0,2006,2006
336,1922,0,3,1,1249,2,673,86,676,0,2005,1922,2,14157,86,200,51,5,9,1922,0,2005,2006
807,1072,504,3,1,1309,2,15,144,528,2,1923,1576,2,21384,144,0,312,6,5,1324,0,1923,2004
714,754,725,3,3,533,2,192,70,475,2,1976,1479,2,13517,70,289,44,8,6,725,0,1976,2005
1366,908,882,3,3,633,2,240,68,588,2,1999,1790,2,9179,68,158,88,5,7,873,0,1999,1999
873,1036,0,3,3,375,5,457,60,288,3,1949,1268,3,12144,60,0,28,7,5,832,0,1949,1950
771,1220,0,2,3,836,3,0,67,396,3,1951,1220,3,8877,67,0,0,5,4,836,0,1951,1951
436,734,0,2,3,0,6,648,40,440,3,1990,1118,3,4400,40,0,0,8,6,648,0,1920,1950
1061,894,0,2,3,0,6,894,120,1248,2,1994,894,3,18000,120,0,20,4,3,894,0,1935,1950
609,1029,0,3,2,903,5,126,61,261,3,1961,1029,3,7943,61,192,0,5,4,1029,0,1961,1961
8,1022,752,2,3,0,6,952,51,468,3,1931,1774,3,6120,51,0,0,5,7,952,0,1931,1950
367,1431,0,3,1,371,2,728,101,296,2,1962,1431,3,9150,101,305,110,5,6,1099,0,1962,1962
257,1604,0,3,3,1334,2,270,68,660,2,2006,1604,2,8814,68,180,110,5,7,1604,0,2006,2006
379,1007,793,3,3,0,6,982,60,463,0,2000,1800,3,8123,60,16,63,5,6,982,100,2000,2000
362,1427,495,4,4,0,4,0,64,672,2,2003,1922,2,7301,64,500,0,5,7,0,0,2003,2003
1134,916,684,3,0,0,6,916,57,460,0,1997,1600,3,8773,57,0,38,5,6,916,0,1997,1997
804,1128,0,2,3,812,3,124,75,286,3,1954,1128,3,9000,75,0,0,5,5,936,0,1954,1954
1404,694,0,3,3,0,6,672,60,936,3,1998,1214,3,10410,60,0,0,4,3,672,0,1915,1950
282,1314,0,2,3,904,2,410,34,626,2,2008,1314,2,5063,34,166,62,5,7,1314,0,2007,2008
1180,1298,1216,4,3,1216,3,0,70,693,0,1990,2514,3,11170,70,0,0,5,7,1216,0,1990,1991
221,1257,1010,4,3,0,6,1010,70,390,2,2002,2267,2,8068,70,0,46,5,6,1010,0,2002,2002
1426,1223,904,3,3,1000,2,223,81,525,2,1994,2127,2,10944,81,448,132,5,7,1223,0,1994,1994
92,964,0,2,3,713,0,163,80,432,3,1921,964,3,13360,80,0,0,7,5,876,0,1921,2006
752,1494,0,3,1,1200,2,279,79,576,2,1997,1494,2,9236,79,0,27,5,6,1479,0,1997,1997
1066,799,772,3,3,0,6,799,59,380,2,1993,1571,3,7837,59,0,40,7,6,799,0,1993,1994
164,1149,467,3,2,370,3,779,40,216,3,1926,1616,2,5400,40,0,0,7,6,1149,0,1926,2004
508,689,689,3,3,141,5,548,60,360,3,1928,1378,2,9600,60,0,0,9,7,689,0,1928,2005
1382,998,764,4,3,0,6,596,60,576,3,1989,1762,2,7200,60,0,0,7,7,596,0,1920,1950
118,1699,1523,5,2,1470,2,203,90,594,3,1990,3222,2,12376,90,0,0,5,7,1673,0,1990,1990
317,1088,871,3,0,0,6,1088,75,1025,2,2006,1959,2,9000,75,0,46,5,8,1088,0,2006,2006
69,1304,983,3,3,603,1,701,81,667,0,1953,2287,3,15593,81,0,21,4,7,1304,0,1953,1953
1190,1622,0,3,0,1159,1,90,70,1356,0,1975,1622,3,32463,70,149,0,4,4,1249,0,1961,1975
29,520,0,1,3,0,6,520,60,240,3,1927,520,1,6324,60,0,0,6,4,520,0,1927,1950
444,975,933,4,3,642,2,273,70,493,3,1994,1908,2,8750,70,0,133,5,7,915,0,1994,1995
40,1324,0,3,3,643,5,445,84,440,3,1965,1324,3,8658,84,101,138,5,6,1088,0,1965,1965
1442,1026,981,3,0,765,2,252,85,812,3,2008,2007,0,11003,85,160,52,5,10,1017,0,2008,2008
1337,693,0,2,3,0,6,693,153,0,1,1941,693,1,4118,153,0,20,4,4,693,0,1941,1950
333,1358,0,2,0,720,2,638,59,484,2,2004,1358,2,8198,59,146,30,5,7,1358,0,2004,2004
144,1728,0,6,3,1332,5,396,70,504,3,1963,1728,3,9100,70,336,0,5,5,1728,0,1963,1963
289,698,698,3,3,0,6,698,60,384,3,2003,1396,3,8730,60,0,0,7,6,698,0,1915,2003
55,1425,0,3,3,490,6,935,100,576,2,1964,1425,3,10175,100,272,0,5,6,1425,0,1964,1964
756,902,866,3,0,20,2,846,68,578,2,2007,1768,2,10769,68,0,105,5,8,866,0,2007,2007
182,1340,0,3,4,0,4,0,60,252,3,1957,1340,3,9060,60,98,0,6,5,0,0,1957,2006
880,1090,0,2,3,980,0,110,60,450,0,2005,1090,3,7024,60,0,49,5,5,1090,0,2005,2006
813,1442,0,4,3,608,5,834,75,301,2,1958,1442,3,9750,75,243,0,6,6,1442,0,1958,1958
1445,913,0,3,1,187,3,627,70,240,3,1990,913,3,8400,70,0,0,5,6,814,0,1966,1966
1194,689,663,4,3,371,0,292,80,299,0,1969,1352,3,9364,80,143,36,7,6,663,0,1969,1969
319,1472,0,3,0,1036,2,336,70,588,3,1980,1472,3,14115,70,225,48,5,7,1372,0,1980,1980
1398,1136,768,3,3,814,5,394,60,240,3,1950,1904,3,7200,60,0,0,4,5,1208,0,1950,1982
288,900,0,3,3,450,1,432,70,280,3,1970,900,3,9819,70,31,0,5,5,882,0,1967,1967
1455,953,694,3,3,0,6,953,62,460,2,1999,1647,3,7917,62,0,40,5,6,953,0,1999,2000
477,2069,574,3,0,0,6,2153,105,694,0,2006,2643,0,13693,105,772,84,5,9,2153,0,2006,2006
1140,952,0,2,2,852,0,100,60,840,3,1988,952,3,7350,60,0,0,7,5,952,0,1951,1951
1432,968,0,4,3,0,6,656,60,216,3,1928,968,3,10800,60,0,0,6,4,656,0,1927,2007
241,866,0,2,3,329,0,357,40,0,1,1945,866,2,3880,40,0,42,9,5,686,0,1945,1997
1173,1636,971,3,3,1077,5,521,138,0,1,1946,3086,0,18030,138,0,0,6,5,1598,0,1946,1994
1110,885,773,3,3,219,2,554,70,431,0,1995,1658,3,8000,70,0,84,5,6,773,0,1995,1996
426,1644,0,2,1,1518,2,0,70,569,0,1989,1644,2,12800,70,145,0,5,7,1518,0,1989,1989
633,1056,0,3,3,712,1,344,80,260,3,1954,1056,3,9250,80,0,0,7,5,1056,0,1954,2005
105,1053,0,3,3,0,6,1053,75,648,2,2003,1992,2,9375,75,768,45,5,8,1053,0,2003,2004
463,849,811,3,3,326,3,389,74,240,3,1939,1660,3,11988,74,0,0,7,6,715,0,1934,1995
1020,1132,0,2,3,1024,2,108,60,451,0,2005,1132,2,7024,60,0,64,5,4,1132,0,2005,2005
2,920,866,3,2,486,2,434,68,608,2,2001,1786,2,11250,68,162,42,5,7,920,0,2001,2002
1220,912,0,2,3,312,5,600,66,288,3,1964,912,3,7800,66,0,0,5,5,912,0,1964,1964
1203,1630,0,3,3,0,6,1630,75,451,3,2000,1630,2,9750,75,171,234,5,7,1630,0,2000,2001
573,774,656,3,3,0,6,384,76,400,2,2000,1430,3,9967,76,0,0,5,7,384,0,2000,2000
583,1521,0,2,3,0,6,1237,75,880,3,1988,2775,2,13500,75,0,502,9,10,1237,0,1893,2000
410,1276,0,2,3,0,6,1276,68,350,3,1958,1276,3,9571,68,0,0,3,5,1276,0,1958,1958
218,1137,817,3,3,341,1,457,70,431,3,1939,1954,2,15660,70,312,119,9,7,798,0,1939,2006
227,504,483,3,3,321,5,162,21,280,3,1987,987,3,1869,21,127,0,6,6,483,0,1970,1970
1152,1811,0,2,3,723,0,350,90,470,0,1956,1811,0,14115,90,0,0,7,6,1073,0,1956,2004
548,825,0,2,3,180,3,645,49,720,2,1963,825,3,8235,49,0,50,7,5,825,0,1955,1995
683,1668,0,3,0,1059,2,567,90,702,3,2002,1668,2,11248,90,215,45,5,9,1626,0,2002,2002
1303,1616,0,3,0,0,6,1616,73,834,2,2005,1616,2,8688,73,228,59,5,7,1616,0,2005,2005
1229,1507,0,4,3,666,0,409,70,404,3,1960,1507,3,7910,70,0,0,5,5,1075,0,1960,1960
688,1419,0,2,0,945,6,474,60,567,2,2007,1419,2,8089,60,0,0,6,8,1419,0,2007,2007
193,970,739,3,3,0,6,970,24,380,3,2004,1709,2,2522,24,50,40,5,7,970,0,2004,2004
1153,816,0,2,0,538,6,278,70,432,3,2002,816,3,5890,70,0,0,8,6,816,0,1930,2007
356,1167,0,3,3,560,2,598,70,400,2,1992,1167,2,9248,70,106,26,6,6,1158,120,1992,1992
1168,1236,872,4,3,626,5,501,120,540,3,1935,2108,2,13728,120,0,0,7,6,1127,0,1935,1986
1171,1261,0,3,3,662,0,599,76,433,2,1958,1261,3,9120,76,0,0,6,6,1261,0,1958,1958
39,1152,0,2,4,0,4,0,65,0,1,1955,1152,1,6040,65,0,0,5,4,0,0,1955,1955
973,1428,0,3,3,0,6,1428,95,480,0,2007,1428,2,11639,95,0,120,5,7,1428,0,2007,2008
1024,2898,0,2,0,1165,0,400,70,665,0,1976,2898,2,15498,70,0,72,6,8,1565,0,1976,1976
971,862,764,2,3,567,2,197,36,474,2,2003,1626,2,2268,36,106,27,5,7,764,0,2003,2004
1329,955,0,3,3,0,6,935,63,462,0,1998,1632,3,9084,63,0,28,5,7,935,0,1998,1998
62,1370,0,2,2,24,2,1346,44,484,2,2006,1370,2,6442,44,178,49,5,8,1370,0,2006,2006
1334,765,600,3,3,765,3,0,24,440,3,1970,1365,3,2368,24,312,36,6,5,765,0,1970,1970
852,918,728,4,3,364,5,554,53,240,3,1941,1646,3,7128,53,0,0,5,7,918,0,1941,1950
351,1453,0,2,1,1082,2,371,70,445,2,1986,1453,2,5271,70,0,80,5,7,1453,0,1986,1986
1379,754,640,3,3,0,6,384,73,400,0,2007,1394,2,9735,73,0,0,5,5,384,0,2006,2007
1142,1466,1362,4,1,1150,2,316,77,1052,2,2006,2828,2,9965,77,340,144,5,8,1466,0,2006,2007
1062,1422,915,5,3,0,6,662,85,560,3,1945,2337,3,13600,85,0,57,5,5,662,0,1900,1950
553,1126,0,2,4,0,4,0,67,520,0,2002,1126,2,8777,67,0,96,5,4,0,0,1949,2003
1101,950,0,2,3,640,1,310,61,280,3,1981,950,3,9758,61,0,0,5,5,950,0,1971,1971
13,1494,0,3,0,0,6,1494,91,840,2,2006,1494,2,10652,91,306,33,5,7,1494,160,2006,2007
690,848,0,1,1,697,2,151,70,420,2,2004,848,2,4426,70,147,0,5,6,848,0,2004,2004
1456,2073,0,2,3,1039,0,503,85,500,3,1978,2073,3,13175,85,119,0,6,6,1542,0,1978,1988
1258,1166,0,2,1,655,2,201,59,400,0,2005,1166,2,9587,59,182,0,5,7,856,0,2005,2005
1125,1005,0,2,3,0,6,1005,60,672,3,1977,1005,1,10434,60,0,0,5,4,1005,0,1955,1955
484,999,0,3,3,588,0,411,70,264,3,1963,999,2,7758,70,0,132,7,5,999,0,1962,2001
155,572,524,2,3,0,6,572,60,0,1,1924,1096,3,9600,60,0,8,5,6,572,0,1924,1950
1249,988,0,3,3,590,1,286,60,276,3,1950,988,3,7200,60,0,80,7,5,876,0,1950,1950
622,980,0,3,3,560,1,420,71,484,3,1986,980,3,7064,71,153,0,6,5,980,192,1977,1977
836,1559,0,2,3,338,5,1221,90,812,3,1948,1559,3,8100,90,0,116,6,5,1559,0,1948,1973
1021,1220,0,2,0,684,2,515,64,632,2,2006,1220,2,7406,64,84,54,5,7,1199,0,2006,2006
990,1407,985,3,3,1074,2,322,82,870,0,1997,2392,2,9452,82,423,70,5,8,1396,0,1997,1998
923,1617,0,2,3,1081,3,523,50,533,3,1993,1617,2,8012,50,0,69,5,6,1604,0,1993,1994
1071,829,727,4,3,298,5,429,78,441,3,1968,1556,3,11700,78,0,0,6,6,727,0,1968,1968
430,504,483,2,3,387,0,96,21,264,3,1971,987,3,1680,21,232,0,5,6,483,0,1971,1971
1449,630,0,1,0,553,2,77,21,0,1,1970,630,0,1533,21,0,0,7,5,630,0,1970,1970
687,551,551,2,3,239,2,312,70,480,3,2004,1102,2,5105,70,0,60,5,7,551,0,2004,2004
705,720,372,3,4,0,4,0,70,0,1,1930,1092,1,5600,70,0,0,5,4,0,0,1930,1950
497,1133,687,4,3,329,5,697,60,240,3,1925,1820,3,9120,60,0,100,6,7,1026,0,1925,1950
209,1092,0,3,3,787,5,305,75,504,2,1964,1092,3,8250,75,260,0,7,6,1092,0,1964,1964
720,1742,0,2,1,1148,2,594,70,564,2,1985,1742,2,6563,70,0,28,5,8,1742,0,1985,1985
538,1159,0,3,3,673,1,378,70,336,3,1968,1159,3,11553,70,188,0,5,5,1051,466,1968,1968
1344,728,728,3,3,0,6,728,85,440,0,2006,1456,2,11103,85,0,0,5,7,728,0,2006,2006
754,1026,0,3,3,691,2,335,61,440,2,1969,1026,2,7930,61,0,48,8,6,1026,0,1969,2005
1444,1422,0,3,0,0,6,1422,63,626,2,2004,1422,2,8500,63,106,60,5,7,1422,0,2004,2004
1179,1124,0,3,4,0,4,0,77,0,1,1954,1124,3,8335,77,0,36,5,5,0,0,1954,1954
1070,1048,0,3,3,586,1,462,72,286,3,1956,1048,3,10152,72,120,20,5,5,1048,0,1956,1956
837,504,483,2,3,330,1,153,21,264,3,1973,987,3,1680,21,158,0,5,6,483,0,1973,1973
1156,1265,0,3,1,633,0,586,85,502,2,1965,1265,2,9350,85,0,92,8,5,1219,0,1965,1999
1193,1224,0,2,3,883,2,341,70,402,0,1999,1224,3,4500,70,425,304,5,6,1224,0,1999,1999
375,904,0,1,1,350,1,333,70,0,1,1922,904,1,10020,70,0,0,1,1,683,0,1922,1950
579,1050,745,4,3,0,6,1050,81,352,3,1954,1795,3,12150,81,335,0,5,5,1050,0,1954,1954
710,729,0,2,3,0,6,270,56,0,1,1935,729,3,4130,56,0,0,6,3,270,0,1935,2003
335,1619,167,3,1,1010,6,489,70,529,0,1965,1786,3,164660,70,0,0,6,5,1499,0,1965,1965
569,943,0,2,1,943,2,0,70,600,3,1979,943,3,7032,70,0,0,5,5,943,0,1979,1979
1291,672,630,3,3,231,0,399,21,264,3,1972,1302,3,1680,21,268,0,7,5,630,0,1972,1972
921,1272,928,4,3,1084,0,188,67,0,1,1900,2200,3,8777,67,0,70,7,5,1272,0,1900,2003
795,888,676,3,3,0,6,650,70,476,3,1980,1564,3,8400,70,130,50,6,6,650,0,1980,1981
738,1200,0,3,1,1200,2,0,60,0,1,1987,1200,3,10800,60,0,0,5,5,1200,0,1987,1988
465,1414,0,2,3,0,6,1375,70,398,0,2004,1414,2,3072,70,18,20,5,7,1375,0,2004,2004
473,1976,0,2,1,1350,6,626,110,908,2,2006,1976,2,14977,110,304,63,5,8,1976,0,2006,2007
177,1252,668,4,3,709,0,343,70,451,3,1958,1920,2,13650,70,0,0,5,5,1052,0,1958,1958
1428,804,0,2,3,510,1,278,60,240,3,1940,804,2,7200,60,294,0,7,5,788,0,1940,1992
263,926,0,3,3,234,3,692,50,484,3,1974,1316,3,5500,50,0,0,7,5,926,0,1929,2001
741,912,0,3,2,832,2,80,65,288,3,1962,912,2,6768,65,0,0,8,6,912,0,1961,1996
673,1839,0,3,3,1186,2,291,110,416,0,1957,1839,2,14442,110,106,87,7,6,1477,0,1957,2004
238,1694,0,3,3,0,6,1694,93,818,0,2007,1694,2,12030,93,254,228,5,8,1694,0,2007,2007
654,2113,0,2,1,1696,2,413,91,839,0,1995,2113,2,10437,91,660,46,6,8,2109,0,1995,1995
1026,1264,0,3,3,697,5,571,73,461,3,1960,1264,3,9300,73,324,0,5,5,1268,0,1960,1960
1080,1258,0,3,3,656,0,602,80,528,3,1971,1258,2,11040,80,144,0,7,6,1258,0,1971,2004
210,864,0,2,3,468,5,396,67,0,1,1925,864,3,5604,67,0,0,6,5,864,0,1925,1950
761,1301,0,2,2,405,3,740,60,440,3,1965,1301,1,6911,60,0,0,5,5,1145,0,1924,1950
689,1362,0,2,0,20,0,1342,61,460,3,2005,1362,2,7577,61,256,28,5,6,1362,0,2005,2006
859,1512,1142,4,2,619,1,435,70,619,3,1968,2654,2,11029,70,220,65,7,6,1054,0,1968,1984
1294,864,0,2,3,167,5,697,60,572,3,1957,864,3,8172,60,0,0,7,5,864,0,1955,1990
997,1442,0,2,3,0,6,1442,70,615,2,1970,1442,3,11717,70,571,0,6,6,1442,0,1970,1970
476,1493,0,2,1,994,2,484,75,508,0,1997,1493,2,13125,75,215,39,5,6,1478,0,1997,1998
510,1363,0,2,3,679,1,329,75,288,3,1951,1363,3,14559,75,70,42,7,5,1008,0,1951,2000
1160,855,601,3,3,311,6,544,24,440,3,1978,1456,3,2280,24,0,0,5,6,855,0,1978,1978
994,1718,0,3,1,1172,2,528,96,786,0,2008,1718,0,12456,96,230,48,5,10,1700,216,2006,2007
1430,1104,734,4,0,0,6,732,60,372,0,2005,1838,3,21930,60,0,40,5,5,732,0,2005,2005
594,924,0,3,3,0,6,924,88,280,3,1981,924,3,7990,88,0,0,6,5,924,0,1975,1975
1422,848,0,1,0,686,2,162,37,420,0,2003,848,2,4435,37,170,0,5,6,848,140,2003,2003
1266,964,925,4,3,0,6,925,60,308,3,1960,1889,3,10120,60,0,0,4,7,925,0,1910,1950
1336,1656,0,4,3,0,6,1656,87,506,3,1973,1656,3,9246,87,564,211,5,5,1656,0,1973,1973
660,1142,793,3,3,0,6,793,70,550,2,1976,1935,3,12384,70,233,113,7,7,793,0,1976,1976
596,684,684,3,3,0,6,684,60,216,3,1930,1368,3,3600,60,0,158,7,6,684,0,1910,1993
1331,954,0,3,0,483,0,428,55,576,3,1976,954,3,10780,55,0,0,5,5,911,0,1976,1976
806,980,0,3,0,661,6,319,75,384,0,1967,980,3,9750,75,0,0,5,5,980,0,1967,1967
331,1056,0,3,3,846,5,210,70,308,2,1958,1056,3,8176,70,0,0,6,5,1056,0,1958,1992
542,1680,0,3,3,1112,3,538,78,583,0,1998,1680,2,10140,78,0,73,5,7,1650,78,1998,1999
1232,1224,0,2,4,0,4,0,70,462,3,1962,1224,3,9842,70,0,0,5,4,0,0,1962,1962
605,1186,800,3,3,454,1,314,85,486,3,1965,1986,3,13600,85,176,42,6,7,768,0,1965,1990
186,1217,0,3,0,611,2,577,70,497,3,1990,1217,2,9947,70,0,27,5,7,1188,0,1990,1991
90,1040,0,2,4,0,4,0,60,420,3,1950,1040,3,7200,60,0,29,5,4,0,0,1950,1950
1196,984,879,4,0,0,6,879,58,660,0,2006,1863,2,14054,58,0,17,5,7,879,0,2006,2006
88,1013,0,2,3,0,6,1013,105,0,1,1915,1526,1,8470,105,0,0,2,3,1013,0,1915,1982
240,1566,0,3,0,1078,2,488,75,750,2,2008,1566,2,9000,75,36,168,5,8,1566,0,2008,2008
1372,1108,989,3,0,975,2,133,75,583,2,1998,2097,2,9750,75,0,170,6,7,1108,0,1998,1998
402,672,0,2,3,0,6,672,60,240,3,1940,672,3,10200,60,0,0,8,5,672,0,1940,1997
1321,720,0,2,4,0,4,0,70,287,3,1955,720,3,6627,70,0,0,6,3,0,0,1949,1950
946,1144,0,3,0,771,6,373,70,796,2,1959,1144,3,8163,70,128,0,6,5,1144,0,1959,1959
7,1107,983,3,2,746,0,361,70,484,3,1973,2090,3,10382,70,240,204,6,7,1107,0,1973,1973
744,1337,0,2,3,733,2,604,41,462,2,1993,1337,2,5395,41,0,0,5,8,1337,0,1993,1993
252,842,798,3,3,0,6,798,65,520,2,2004,1640,2,8366,65,0,45,5,6,798,0,2004,2004
814,686,564,3,3,0,6,686,45,280,3,1955,1250,1,8248,45,0,0,7,5,686,0,1918,1950
674,1136,0,3,3,892,5,244,80,384,3,1965,1136,3,9200,80,0,0,6,6,1136,0,1965,1965
403,1165,0,4,3,0,6,1141,93,420,0,1998,2263,2,12090,93,650,123,5,8,1141,144,1998,1998
421,1602,0,3,3,1246,0,356,70,529,0,1977,1602,2,16635,70,126,0,7,6,1602,0,1977,2000
1250,2110,0,3,3,1065,0,1045,93,522,0,1968,2110,0,11160,93,0,0,5,7,2110,0,1968,1968
920,936,785,3,3,814,2,114,70,471,3,1994,1721,2,8462,70,105,87,5,6,928,300,1994,1994
1112,816,0,2,3,708,2,108,73,308,3,1957,816,3,7100,73,0,0,7,5,816,0,1957,1957
739,864,864,3,3,0,6,864,65,572,2,2004,1728,2,9313,65,0,56,5,7,864,0,2004,2004
352,616,495,3,2,236,3,380,60,200,3,1941,1111,3,9084,60,0,0,6,5,616,0,1941,1950
1138,1567,0,2,1,1567,0,0,70,714,2,1977,1567,2,9819,70,0,32,5,6,1567,0,1977,1977
485,1113,0,3,3,607,0,506,80,264,3,1950,1113,2,9600,80,0,80,7,5,1113,0,1950,2007
1326,774,0,3,3,544,5,0,70,0,1,1931,774,2,4270,70,0,0,6,3,544,0,1931,2006
455,1242,0,3,3,916,0,326,80,528,3,1973,1242,3,9600,80,320,0,6,7,1242,0,1973,1973
1307,990,0,3,3,746,0,244,60,480,3,2000,990,3,8072,60,0,64,5,5,990,0,1994,1995
746,1276,980,4,3,300,2,652,70,554,0,2000,2256,2,8795,70,0,54,5,7,952,0,2000,2000
888,2217,0,4,1,1494,0,723,95,621,3,1970,2217,2,15865,95,0,207,6,8,2217,0,1970,1970
386,658,526,5,3,0,6,658,58,0,1,1910,1184,3,8410,58,0,151,3,5,658,0,1910,1996
498,899,0,3,3,450,0,414,65,288,0,1967,899,2,7800,65,89,0,7,5,864,0,1967,2004
1350,1338,1296,6,3,500,3,748,91,968,3,1969,2634,3,11643,91,368,0,5,5,1248,0,1969,1969
1099,1601,0,3,3,704,0,567,82,478,2,1978,1601,3,11880,82,206,0,5,7,1271,0,1978,1978
