Unnamed: 0,1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,EnclosedPorch,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,SalePrice
476,1493,0,2,1,994,2,484,75,508,0,1997,1493,2,13125,75,215,39,5,6,1478,0,1997,1998,208900
477,2069,574,3,0,0,6,2153,105,694,0,2006,2643,0,13693,105,772,84,5,9,2153,0,2006,2006,380000
478,1718,0,3,1,1288,2,417,79,826,2,2007,1718,2,10637,79,336,44,5,8,1705,0,2007,2008,297000
479,1131,0,2,3,168,5,739,50,672,3,1995,1131,3,5925,50,435,72,7,4,907,0,1937,2000,89471
480,1850,0,3,1,1261,2,572,98,772,0,2004,1850,2,16033,98,378,112,5,9,1833,0,2004,2005,326000
481,1792,0,2,1,1567,2,225,72,874,0,2003,1792,0,11846,72,562,49,5,9,1792,0,2003,2004,374000
482,916,0,4,3,299,0,611,50,164,3,1915,1826,0,2500,50,0,0,8,7,910,0,1915,2005,155000
483,1216,0,2,3,897,2,319,32,402,3,1998,1216,3,4500,32,116,125,5,6,1216,0,1998,1998,164000
484,999,0,3,3,588,0,411,70,264,3,1963,999,2,7758,70,0,132,7,5,999,0,1962,2001,132500
485,1113,0,3,3,607,0,506,80,264,3,1950,1113,2,9600,80,0,80,7,5,1113,0,1950,2007,147000
486,1073,0,3,3,836,0,237,79,515,2,1965,1073,3,10289,79,168,0,7,5,1073,0,1965,1965,156000
487,1484,0,3,0,998,0,486,70,487,3,1971,1484,3,12243,70,0,0,6,5,1484,0,1971,1971,175000
488,1766,648,3,3,664,1,290,60,520,3,1970,2414,3,10800,60,0,0,4,5,954,0,1900,1970,160000
489,630,0,2,0,515,2,115,21,286,3,1970,630,2,1526,21,0,0,8,4,630,0,1970,2002,86000
490,688,616,3,2,0,6,264,70,336,0,1976,1304,3,2665,70,0,24,6,5,264,141,1976,1976,115000
491,958,620,3,3,543,1,263,79,240,3,1941,1578,1,9490,79,0,0,7,6,806,0,1941,1950,133000
492,728,728,3,3,0,6,728,105,429,2,2006,1456,3,15578,105,0,0,5,6,728,0,2006,2006,172785
493,1269,0,3,3,855,1,414,70,308,3,1964,1269,3,7931,70,0,0,6,5,1269,0,1960,1960,155000
494,886,0,2,3,0,6,190,50,273,3,1938,886,3,5784,50,0,20,8,5,190,0,1938,1996,91300
495,720,0,2,3,495,5,225,60,0,1,1920,720,3,7879,60,0,523,5,4,720,0,1920,1950,34900
496,3228,0,2,3,1231,2,1969,70,546,3,1992,3228,2,12692,70,0,75,5,8,3200,0,1992,1993,430000
497,1133,687,4,3,329,5,697,60,240,3,1925,1820,3,9120,60,0,100,6,7,1026,0,1925,1950,184000
498,899,0,3,3,450,0,414,65,288,0,1967,899,2,7800,65,89,0,7,5,864,0,1967,2004,130000
499,912,0,2,3,615,1,297,70,297,0,1958,912,3,7535,70,0,285,7,5,912,0,1958,1985,120000
500,672,546,3,3,356,1,316,21,264,3,1973,1218,3,1890,21,285,28,5,6,672,0,1973,1973,113000
501,902,866,3,3,400,2,466,75,603,2,2005,1768,2,9803,75,0,108,5,7,866,0,2005,2005,226700
502,1214,0,2,3,818,0,396,70,461,3,1965,1214,3,9170,70,0,0,7,5,1214,0,1965,1965,140000
503,1801,0,1,3,1247,0,254,100,484,0,1959,1801,3,15602,100,0,54,8,7,1501,0,1959,1997,289000
504,855,0,3,3,576,0,279,24,440,3,1974,1322,3,2308,24,0,0,5,6,855,0,1974,1974,147000
505,1000,960,4,3,0,6,960,60,400,3,1952,1960,3,7596,60,360,0,5,5,960,0,1952,1952,124500
506,1065,846,3,3,380,6,397,80,471,2,1993,1911,2,9554,80,125,81,5,8,777,0,1993,1994,215000
507,1218,0,2,3,27,2,1191,75,676,0,2009,1218,2,7862,75,0,102,5,6,1218,0,2009,2009,208300
508,689,689,3,3,141,5,548,60,360,3,1928,1378,2,9600,60,0,0,9,7,689,0,1928,2005,161000
509,1041,0,3,3,991,0,50,80,270,2,1959,1041,3,9600,80,132,88,6,5,1041,0,1959,1959,124500
510,1363,0,2,3,679,1,329,75,288,3,1951,1363,3,14559,75,70,42,7,5,1008,0,1951,2000,164900
511,1368,0,2,3,0,6,1368,40,474,3,2005,1368,2,6792,40,94,35,5,7,1368,0,2005,2006,202665
512,864,0,3,3,582,1,282,70,624,3,1964,864,3,9100,70,0,0,5,5,864,0,1958,1958,129900
513,1080,0,3,3,336,0,748,71,484,3,1983,1080,3,9187,71,0,0,5,6,1084,0,1983,1983,134000
514,789,0,2,3,0,6,768,55,200,3,1926,789,3,10594,55,0,0,5,5,768,0,1926,1950,96500
515,2020,0,3,3,1436,2,570,94,900,0,2009,2020,0,12220,94,305,54,5,10,2006,0,2009,2009,402861
516,1378,741,3,3,0,6,689,70,583,3,1972,2119,3,10448,70,333,104,6,6,689,0,1972,1972,158000
517,1277,1067,3,3,0,6,1264,79,889,2,1996,2344,2,10208,79,921,0,5,7,1264,0,1996,1997,265000
518,914,882,3,2,706,2,88,70,546,2,1998,1796,3,9531,70,0,36,5,6,794,0,1998,1998,211000
519,1276,804,3,3,0,6,1276,53,282,3,1926,2080,2,10918,53,0,0,9,7,1276,0,1926,2004,234000
520,694,600,3,4,0,4,0,60,0,1,1900,1294,3,10800,60,0,114,7,4,0,0,1900,2000,106250
521,1244,0,3,3,777,5,467,90,336,3,1957,1244,3,11988,90,0,40,6,6,1244,0,1957,1957,150000
522,1004,0,3,3,399,0,605,50,420,3,1950,1664,3,5000,50,0,24,7,6,1004,0,1947,1950,159000
523,3138,1538,3,1,2260,2,878,130,884,0,2007,4676,0,40094,130,762,406,5,10,3138,0,2007,2008,184750
524,1383,1015,3,3,719,6,660,95,834,0,1996,2398,2,11787,95,594,60,5,7,1379,0,1996,1997,315750
525,1266,0,3,3,0,6,1257,62,453,3,2005,1266,2,7500,62,0,144,5,7,1257,0,2005,2005,176000
526,928,0,2,3,377,5,551,70,252,3,1956,928,3,13300,70,0,0,7,5,928,0,1956,2000,132000
527,1476,1237,3,0,1330,2,122,67,858,0,2008,2713,0,14948,67,268,66,5,9,1452,0,2008,2008,446261
528,605,0,2,2,348,6,180,58,0,1,1920,605,3,9098,58,0,0,7,4,528,0,1920,2002,86000
529,2515,0,4,3,1219,5,816,70,484,3,1975,2515,3,32668,70,0,0,3,6,2035,0,1957,1975,200624
530,1509,0,3,0,783,2,678,85,600,2,1988,1509,2,10200,85,219,0,5,6,1461,0,1988,1989,175000
531,751,611,3,2,0,6,611,60,502,0,1920,1362,3,6155,60,0,0,8,6,611,0,1920,1999,128000
532,827,0,2,4,0,4,0,60,392,3,1967,827,3,7200,60,0,0,7,5,0,0,1955,2007,107500
533,334,0,1,4,0,4,0,50,0,1,1946,334,1,5000,50,0,0,3,1,0,0,1946,1950,39300
534,707,707,3,0,0,6,707,74,403,0,2004,1414,2,9056,74,0,35,5,8,707,0,2004,2004,178000
535,820,527,3,1,969,2,148,70,0,1,1910,1347,3,7000,70,0,0,7,5,1117,0,1910,1991,107500
536,880,844,3,0,0,6,880,57,527,0,1998,1724,2,8924,57,0,155,5,7,880,0,1998,1999,188000
537,864,0,3,3,600,1,264,70,576,3,1980,864,3,12735,70,0,0,5,4,864,0,1972,1972,111250
538,1159,0,3,3,673,1,378,70,336,3,1968,1159,3,11553,70,188,0,5,5,1051,466,1968,1968,158000
539,1601,0,3,0,1358,2,223,70,670,2,2001,1601,2,11423,70,479,0,5,8,1581,0,2001,2002,272000
540,1838,0,2,0,1260,2,578,85,765,3,2006,1838,0,14601,85,584,68,5,9,1838,0,2006,2006,315000
541,1288,997,4,3,0,6,969,70,648,0,2000,2285,2,11000,70,72,56,5,8,969,0,2000,2000,248000
542,1680,0,3,3,1112,3,538,78,583,0,1998,1680,2,10140,78,0,73,5,7,1650,78,1998,1999,213250
543,767,0,1,0,584,2,139,34,367,0,1998,767,3,4058,34,182,40,5,7,723,0,1998,1998,133000
544,664,0,3,0,554,2,100,58,426,2,2006,1496,2,17104,58,0,24,5,7,654,100,2006,2006,179665
545,1377,806,4,3,1002,2,202,70,786,3,1988,2183,2,13837,70,178,0,5,7,1204,0,1988,1988,229000
546,915,720,3,3,300,5,765,70,440,3,1950,1635,3,8737,70,0,38,7,6,1065,0,1923,1950,210000
547,768,0,2,0,619,0,149,54,624,3,1987,768,3,7244,54,0,0,7,5,768,0,1970,1970,129500
548,825,0,2,3,180,3,645,49,720,2,1963,825,3,8235,49,0,50,7,5,825,0,1955,1995,125000
549,1182,912,4,3,0,6,912,75,615,0,2003,2094,2,9375,75,0,182,5,7,912,0,2003,2004,263000
550,1069,0,2,3,559,0,510,53,440,2,1977,1069,3,4043,53,0,55,6,6,1069,0,1977,1977,140000
551,928,0,3,3,308,5,620,50,288,0,1957,928,3,6000,50,0,0,6,5,928,0,1957,1957,112500
552,1717,0,3,0,0,6,1709,87,908,2,2006,1717,2,11146,87,250,39,5,8,1709,0,2006,2006,255500
553,1126,0,2,4,0,4,0,67,520,0,2002,1126,2,8777,67,0,96,5,4,0,0,1949,2003,108000
554,1040,1006,3,3,866,2,132,85,871,2,2003,2046,2,10625,85,292,62,5,7,998,0,2003,2004,284000
555,1048,0,2,3,0,6,993,58,280,3,1922,1048,3,6380,58,0,0,6,5,993,0,1922,1950,113000
556,1092,0,2,3,895,5,197,69,299,0,1957,1092,3,14850,69,0,0,5,5,1092,0,1957,1957,141000
557,897,439,3,3,637,5,0,60,570,3,1994,1336,3,11040,60,0,47,6,4,637,0,1920,1950,108000
558,729,717,3,1,604,2,125,57,406,3,1996,1446,3,21872,57,0,22,5,7,729,0,1996,1997,175000
559,1557,0,2,1,0,6,1374,70,420,0,2003,1557,2,3196,70,18,20,5,7,1374,0,2003,2004,234000
560,1392,0,3,3,1302,6,90,70,528,3,1957,1392,3,11341,70,180,0,6,5,1392,0,1957,1996,121500
561,1389,0,2,0,936,0,453,77,418,2,1975,1389,3,10010,77,0,38,5,5,1389,0,1974,1975,170000
562,996,0,3,3,290,1,706,63,0,1,1940,996,3,13907,63,0,0,6,5,996,0,1940,1969,108000
563,1163,511,4,2,0,6,1163,66,396,0,1955,1674,3,21780,66,0,36,7,6,1163,0,1918,1950,185000
564,1166,1129,4,3,728,2,367,70,590,2,1992,2295,2,13346,70,0,40,5,7,1095,0,1992,2000,268000
565,841,806,4,3,0,6,806,66,216,3,1920,1647,1,6858,66,0,66,4,6,806,0,1915,1950,128000
566,1370,1134,4,3,0,6,1122,77,656,0,2005,2504,0,11198,77,245,39,5,9,1122,0,2005,2007,325000
567,1535,0,3,3,2,2,1515,70,532,2,2004,1535,2,10171,70,168,0,5,7,1517,0,2004,2004,214000
568,1496,636,1,1,1441,2,55,79,612,0,1983,2132,2,12327,79,0,40,8,8,1496,349,1983,2009,316600
569,943,0,2,1,943,2,0,70,600,3,1979,943,3,7032,70,0,0,5,5,943,0,1979,1979,135960
570,1728,0,6,3,231,3,1497,74,576,3,1987,1728,3,13101,74,108,0,5,5,1728,0,1965,1965,142600
571,864,0,2,3,414,6,450,60,288,3,1959,864,2,7332,60,207,0,6,6,864,0,1959,1959,120000
572,846,846,3,0,0,6,846,83,650,2,2009,1692,2,13159,83,0,114,5,7,846,0,2009,2009,224500
573,774,656,3,3,0,6,384,76,400,2,2000,1430,3,9967,76,0,0,5,7,384,0,2000,2000,170000
574,576,533,3,0,349,0,23,70,288,3,1971,1109,3,10500,70,82,0,7,5,372,0,1971,2005,139000
575,832,384,2,3,442,5,390,80,336,3,1947,1216,3,8480,80,0,0,5,5,832,0,1947,1950,118500
576,877,600,3,3,0,6,861,52,216,3,1928,1477,3,6292,52,0,50,7,7,861,0,1928,1950,145000
577,1320,0,3,0,784,3,380,96,564,3,1966,1320,3,11777,96,97,68,6,5,1164,0,1966,1966,164500
578,703,689,2,3,0,6,689,34,540,3,2007,1392,2,3604,34,0,102,5,7,689,0,2007,2007,146000
579,1050,745,4,3,0,6,1050,81,352,3,1954,1795,3,12150,81,335,0,5,5,1050,0,1954,1954,131500
580,1429,0,3,3,771,1,373,70,572,3,1960,1429,2,14585,70,85,110,6,6,1144,216,1960,1987,181900
581,2042,0,3,3,0,6,2042,98,1390,2,2009,2042,0,12704,98,306,90,5,8,2042,0,2008,2009,253293
582,816,0,3,0,816,2,0,81,0,1,1990,816,3,11841,81,104,32,5,6,816,0,1990,1990,118500
583,1521,0,2,3,0,6,1237,75,880,3,1988,2775,2,13500,75,0,502,9,10,1237,0,1893,2000,325000
584,989,584,3,3,0,6,884,51,240,3,1935,1573,2,6120,51,0,0,7,4,884,0,1935,1995,133000
585,2028,0,2,1,1460,2,408,88,880,2,2005,2028,2,11443,88,208,66,5,8,1868,0,2005,2006,369900
586,838,0,2,2,210,5,606,55,275,0,1961,838,1,10267,55,0,0,7,6,816,0,1918,2000,130000
587,860,0,2,0,672,0,168,74,528,3,1996,860,3,8740,74,0,0,6,5,840,0,1982,1982,137000
588,1473,0,1,1,1324,2,113,65,452,3,1968,1473,0,25095,65,0,48,8,5,1437,0,1968,2003,143000
589,779,0,2,3,0,6,742,50,308,3,1988,935,3,9100,50,0,0,6,5,742,0,1930,1960,79500
590,812,770,3,3,490,2,280,64,520,2,2004,1582,2,8320,64,0,45,5,7,770,0,2004,2004,185900
591,1728,568,3,1,1338,2,384,97,842,2,2008,2296,0,13478,97,420,274,5,10,1722,0,2008,2008,451950
592,816,0,2,3,816,6,0,60,816,0,1985,816,3,6600,60,0,0,8,5,816,0,1982,2003,138000
593,848,0,1,0,685,2,163,70,420,3,2003,848,2,4435,70,170,0,5,6,848,0,2003,2003,140000
594,924,0,3,3,0,6,924,88,280,3,1981,924,3,7990,88,0,0,6,5,924,0,1975,1975,110000
595,1826,0,3,1,1422,2,392,69,758,3,2005,1826,2,11302,69,238,75,5,8,1814,180,2005,2006,319000
596,684,684,3,3,0,6,684,60,216,3,1930,1368,3,3600,60,0,158,7,6,684,0,1910,1993,114504
597,1402,0,2,0,0,6,1258,53,648,0,2006,1402,2,3922,53,72,16,5,7,1258,0,2006,2007,194201
598,1647,0,3,2,1283,0,147,80,621,0,1977,1647,2,12984,80,459,0,6,5,1430,0,1977,1977,217500
599,840,716,3,3,483,6,233,24,452,0,1980,1556,3,1950,24,0,0,6,6,716,0,1980,1980,151000
600,1058,846,3,0,546,2,512,74,736,0,2005,1904,0,10927,74,280,60,5,8,1058,0,2005,2005,275000
601,780,595,3,3,0,6,780,50,544,3,1979,1375,2,9000,50,0,162,6,6,780,0,1937,1950,141000
602,988,927,3,2,789,2,119,80,506,0,1992,1915,2,10041,80,0,150,5,8,908,0,1992,1992,220000
603,600,600,2,3,0,6,600,30,480,2,2004,1200,2,3182,30,0,172,5,7,600,0,2004,2005,151000
604,1494,0,2,2,922,2,572,88,530,2,2002,1494,2,12803,88,99,36,5,7,1494,0,2002,2002,221000
605,1186,800,3,3,454,1,314,85,486,3,1965,1986,3,13600,85,176,42,6,7,768,0,1965,1990,205000
606,1040,0,3,3,732,2,308,82,576,3,2000,1040,2,12464,82,0,0,5,5,1040,0,1996,1996,152000
607,1112,896,3,3,603,2,293,78,230,3,1948,2008,0,7800,78,0,0,8,5,896,0,1948,2002,225000
608,1940,1254,4,2,428,1,537,78,380,3,1934,3194,3,12168,78,0,0,6,8,965,0,1934,1998,359100
609,1029,0,3,2,903,5,126,61,261,3,1961,1029,3,7943,61,192,0,5,4,1029,0,1961,1961,118500
610,1476,677,3,2,904,2,536,70,736,0,2000,2153,0,11050,70,204,142,5,9,1440,0,2000,2000,313000
611,1032,0,3,0,605,0,427,70,564,3,1978,1032,3,10395,70,233,0,6,6,1032,0,1978,1978,148000
612,1299,573,3,0,990,2,309,70,531,2,2001,1872,0,11885,70,108,122,5,8,1299,0,2001,2001,261500
613,1120,0,2,3,206,0,914,70,0,1,2007,1120,3,8402,70,0,30,5,5,1120,0,2007,2007,147000
614,630,0,1,0,150,3,480,21,0,1,1972,630,3,1491,21,0,24,6,4,630,0,1972,1972,75500
615,1054,0,3,1,763,2,173,80,480,2,1963,1054,2,8800,80,156,0,7,6,936,0,1963,1963,137500
616,807,702,3,3,457,2,326,70,393,0,2002,1509,2,7861,70,0,75,5,6,783,0,2002,2003,183200
617,832,0,2,3,0,6,832,59,528,3,1962,832,2,7227,59,0,0,6,6,832,0,1954,1954,105500
618,1828,0,2,0,48,6,1774,90,774,3,2007,1828,2,11694,90,452,108,5,9,1822,0,2007,2007,314813
619,1482,780,3,1,871,2,611,85,749,0,2003,2262,2,12244,85,226,0,5,8,1482,0,2003,2003,305000
620,864,0,2,3,41,1,823,45,0,1,1914,864,3,8248,45,0,0,3,3,864,0,1914,1950,67000
621,1548,1066,4,3,1026,0,496,90,624,2,1974,2614,3,10800,90,0,243,7,6,1522,0,1974,1997,240000
622,980,0,3,3,560,1,420,71,484,3,1986,980,3,7064,71,153,0,6,5,980,192,1977,1977,135000
623,756,756,2,3,420,2,336,70,440,3,2000,1512,2,2117,70,513,32,5,6,756,0,2000,2000,168500
624,1012,778,4,3,247,5,485,80,484,2,1972,1790,3,10400,80,288,0,5,6,732,0,1972,1972,165150
625,1116,0,3,3,0,6,1116,87,440,3,1962,1116,3,10000,87,261,0,6,6,1116,0,1962,1962,160000
626,1422,0,3,3,0,6,978,70,286,2,1960,1422,3,12342,70,0,0,5,5,978,0,1960,1978,139900
627,1520,0,3,0,779,1,377,80,364,2,1955,1520,3,9600,80,164,0,6,6,1156,0,1955,1972,153000
628,1040,1040,5,0,650,5,390,70,504,3,1969,2080,1,11606,70,192,0,5,5,1040,0,1969,1969,135000
629,1350,0,3,1,841,2,407,82,520,2,1964,1350,3,9020,82,259,0,5,6,1248,0,1964,1964,168500
630,1089,661,3,3,0,6,636,50,240,3,1937,1750,0,9000,50,0,0,6,5,636,0,1880,1991,124000
631,1554,0,2,2,24,2,1530,34,627,2,2006,1554,2,4590,34,108,73,5,8,1554,0,2006,2006,209500
632,1411,0,3,3,822,0,564,85,544,0,1977,1411,3,11900,85,209,0,5,7,1386,0,1977,1977,82500
633,1056,0,3,3,712,1,344,80,260,3,1954,1056,3,9250,80,0,0,7,5,1056,0,1954,2005,139400
634,1056,0,2,3,1056,2,0,64,576,3,1980,1056,3,6979,64,0,56,5,6,1056,0,1980,1980,144000
635,1440,1440,8,3,256,3,1184,60,0,1,1914,3395,1,10896,60,0,110,7,6,1440,0,1914,1995,200000
636,800,0,1,3,0,6,264,51,0,1,1936,800,1,6120,51,0,0,3,2,264,0,1936,1950,60000
637,811,576,3,3,0,6,811,50,256,3,1954,1387,2,6000,50,0,0,4,5,811,0,1954,1954,93000
638,796,0,2,3,0,6,796,67,0,1,1910,796,3,8777,67,0,0,7,5,796,328,1910,1950,85000
639,1567,0,1,0,1154,2,366,53,648,0,2006,1567,0,3982,53,0,0,5,8,1520,0,2006,2006,264561
640,1518,0,1,1,1218,2,300,62,588,2,2003,1518,0,12677,62,472,140,5,8,1518,185,2003,2004,274000
641,1057,872,3,3,738,6,319,70,650,0,2001,1929,2,7050,70,0,235,5,7,1057,0,2001,2001,226000
642,2000,704,4,1,1410,6,542,75,538,0,1972,2704,0,13860,75,0,111,7,8,1952,0,1972,1995,345000
643,840,780,4,3,493,5,287,80,462,0,1969,1620,3,10793,80,263,0,5,5,780,0,1969,1969,152000
644,1766,0,2,2,1121,2,645,85,478,0,2009,1766,0,9187,85,162,130,5,9,1766,0,2009,2009,370878
645,981,0,3,3,661,0,320,70,576,3,1979,981,3,10530,70,0,312,5,6,981,0,1971,1971,143250
646,1048,0,3,4,0,4,0,60,420,3,1950,1048,3,7200,60,0,27,5,5,0,0,1950,1950,98300
647,1094,0,3,2,500,5,594,85,495,3,1953,1094,3,10452,85,216,0,5,6,1094,0,1953,1953,155000
648,1051,788,4,3,0,6,756,70,442,3,1966,1839,3,7700,70,351,124,5,6,756,0,1966,1966,155000
649,630,0,1,0,131,1,499,21,0,1,1970,630,3,1936,21,0,0,6,4,630,0,1970,1970,84500
650,843,822,3,3,0,6,813,65,562,2,2007,1665,2,8125,65,0,0,6,7,813,0,2007,2007,205950
651,755,755,4,2,0,6,755,60,296,3,1940,1510,3,9084,60,0,0,5,4,755,0,1940,1950,108000
652,909,807,2,3,0,6,880,70,512,2,1996,1716,2,8750,70,0,120,5,7,880,0,1996,1996,191000
653,756,713,3,3,0,6,756,60,216,3,1906,1469,3,10320,60,0,0,7,6,756,0,1906,1995,135000
654,2113,0,2,1,1696,2,413,91,839,0,1995,2113,2,10437,91,660,46,6,8,2109,0,1995,1995,350000
655,525,0,3,3,0,6,525,21,264,3,1971,1092,3,1680,21,381,0,5,6,525,0,1971,1971,88000
656,1053,0,3,3,806,0,247,72,312,2,1959,1053,2,10007,72,54,0,7,5,1053,0,1959,2006,145500
657,851,651,3,3,0,6,776,60,270,2,1931,1502,3,7200,60,0,0,6,7,776,0,1931,2000,149000
658,912,546,3,3,0,6,912,78,330,3,1948,1458,3,17503,78,0,0,5,6,912,0,1948,1950,97500
659,1486,0,3,3,637,1,849,75,480,0,1968,1486,3,9937,75,0,0,7,5,1486,0,1964,1999,167000
660,1142,793,3,3,0,6,793,70,550,2,1976,1935,3,12384,70,233,113,7,7,793,0,1976,1976,197900
661,1686,762,4,3,1098,2,531,52,711,2,1994,2448,2,46589,52,528,76,7,8,1629,0,1994,2005,402000
662,1392,0,2,3,0,6,1392,120,576,2,1968,1392,3,13560,120,216,0,3,6,1392,0,1968,1968,110000
663,1181,0,3,0,767,1,371,90,588,2,1974,1181,3,10012,90,0,0,5,4,1138,0,1972,1972,137500
664,2097,0,1,2,1721,6,356,49,1134,0,2005,2097,0,20896,49,0,267,5,8,2077,192,2005,2006,423000
665,1454,482,3,3,0,6,1406,106,504,2,2000,1936,2,11194,106,40,124,5,8,1406,188,2000,2000,230500
666,1465,915,3,3,688,3,333,70,596,3,1965,2380,3,18450,70,113,265,5,6,1021,0,1965,1979,129000
667,1679,0,3,3,1138,2,270,65,575,2,1994,1679,2,8125,65,258,42,5,6,1408,0,1994,1998,193500
668,1437,0,3,3,988,5,200,70,576,3,1999,1437,3,14175,70,0,0,6,5,1188,0,1956,1987,168000
669,1180,0,2,3,0,6,700,80,252,3,1922,1180,1,11600,80,0,0,5,4,700,0,1922,1950,137500
670,738,0,3,3,193,2,545,64,540,0,2005,1476,2,8633,64,0,35,5,6,738,0,2005,2005,173500
671,697,672,3,3,551,1,121,54,300,3,1930,1369,3,6629,54,0,0,6,6,672,0,1925,1950,103600
672,1208,0,3,3,767,0,441,70,546,2,1977,1208,3,11250,70,0,42,6,6,1208,0,1977,1977,165000
673,1839,0,3,3,1186,2,291,110,416,0,1957,1839,2,14442,110,106,87,7,6,1477,0,1957,2004,257500
674,1136,0,3,3,892,5,244,80,384,3,1965,1136,3,9200,80,0,0,6,6,1136,0,1965,1965,140000
675,855,586,3,3,311,0,544,24,440,3,1978,1441,3,2289,24,0,0,6,6,855,0,1978,1978,148500
676,1095,679,4,3,0,6,1095,60,779,3,1920,1774,3,9600,60,0,0,2,4,1095,0,1900,1950,87000
677,792,0,2,3,0,6,768,52,240,3,1924,792,2,9022,52,0,0,8,5,768,0,1924,2006,109500
678,2046,0,3,2,0,6,2046,80,834,0,2008,2046,2,11844,80,464,82,5,8,2046,0,2008,2008,372500
679,988,0,3,3,827,5,161,70,572,3,1963,988,3,9945,70,57,0,5,5,988,0,1961,1961,128500
680,923,0,2,3,622,1,301,50,264,2,1980,923,3,8012,50,0,0,5,6,923,0,1980,1980,143000
681,848,672,3,3,182,5,611,55,281,3,1968,1520,3,4500,55,0,0,5,5,793,0,1932,2000,159434
682,1291,0,2,2,1003,2,288,70,431,3,1996,1291,2,2887,70,0,0,5,6,1291,307,1996,1997,173000
683,1668,0,3,0,1059,2,567,90,702,3,2002,1668,2,11248,90,215,45,5,9,1626,0,2002,2002,285000
684,1195,644,4,3,0,6,1195,58,486,0,1998,1839,3,16770,58,30,81,5,7,1195,0,1998,1998,221000
685,1190,900,3,2,802,2,388,70,577,0,1984,2090,2,5062,70,0,0,5,7,1190,0,1984,1984,207500
686,887,874,3,3,0,6,874,84,578,0,2007,1761,2,10207,84,0,105,6,7,874,0,2007,2007,227875
687,551,551,2,3,239,2,312,70,480,3,2004,1102,2,5105,70,0,60,5,7,551,0,2004,2004,148800
688,1419,0,2,0,945,6,474,60,567,2,2007,1419,2,8089,60,0,0,6,8,1419,0,2007,2007,392000
689,1362,0,2,0,20,0,1342,61,460,3,2005,1362,2,7577,61,256,28,5,6,1362,0,2005,2006,194700
690,848,0,1,1,697,2,151,70,420,2,2004,848,2,4426,70,147,0,5,6,848,0,2004,2004,141000
691,2444,1872,4,1,1455,2,989,104,832,0,1994,4316,0,21535,104,1170,50,6,10,2444,382,1994,1995,755000
692,1281,1238,4,1,965,2,245,42,628,2,1989,2519,2,26178,42,293,27,5,7,1210,0,1989,1990,335000
693,1073,0,2,3,0,6,1073,60,326,3,1968,1073,3,5400,60,0,0,6,5,1073,0,1921,1968,108480
694,1067,472,3,3,0,6,927,51,576,3,1995,1539,3,6120,51,0,0,6,5,927,0,1936,1950,141500
695,1137,0,2,3,749,2,363,54,551,3,1987,1137,2,13811,54,72,0,6,6,1112,0,1987,1987,176000
696,616,0,2,3,616,3,0,50,205,3,1921,616,3,6000,50,0,0,7,5,616,0,1921,1950,89000
697,1148,0,2,2,661,3,319,57,308,3,1952,1148,3,6420,57,0,0,7,5,980,0,1952,1952,123500
698,894,0,3,3,603,2,291,65,336,3,1973,894,3,8450,65,0,144,8,5,894,416,1965,2009,138500
699,1391,0,2,2,16,6,1375,59,530,3,2004,1391,2,4282,59,0,158,5,7,1391,0,2004,2004,196000
700,1800,0,3,1,1274,2,526,85,765,0,2002,1800,2,14331,85,630,78,5,8,1800,0,2002,2002,312500
701,1164,0,3,3,0,6,1164,80,528,3,1969,1164,3,9600,80,168,0,5,7,1164,0,1969,1969,140000
702,1312,1264,4,3,0,6,1234,82,666,0,2006,2576,0,12438,82,466,100,5,8,1234,0,2006,2006,361919
703,1032,0,4,3,0,6,360,76,672,3,1999,1812,2,7630,76,0,0,9,5,360,344,1900,1996,140000
704,1484,0,3,0,712,2,761,70,606,2,2004,1484,2,8400,70,109,35,5,7,1473,0,2004,2005,213000
705,720,372,3,4,0,4,0,70,0,1,1930,1092,1,5600,70,0,0,5,4,0,0,1930,1950,55000
706,1824,0,2,1,1219,2,424,70,739,3,1971,1824,2,115149,70,351,48,5,7,1643,0,1971,2002,302000
707,1324,0,2,3,863,2,461,48,550,0,2006,1324,2,6240,48,176,38,5,8,1324,0,2006,2006,254000
708,728,728,3,0,0,6,728,65,400,0,2007,1456,2,9018,65,0,24,5,7,728,0,2007,2007,179540
709,904,0,3,3,0,6,876,70,408,3,1966,904,3,7162,70,41,0,7,5,876,0,1966,1966,109900
710,729,0,2,3,0,6,270,56,0,1,1935,729,3,4130,56,0,0,6,3,270,0,1935,2003,52000
711,859,319,2,2,0,6,859,66,384,2,1964,1178,3,8712,66,0,0,7,4,859,0,1900,1950,102776
712,1228,0,2,2,767,2,461,40,472,0,1988,1228,2,4671,40,0,120,5,8,1228,168,1988,1989,189000
713,960,0,3,0,789,0,171,60,576,3,1970,960,3,9873,60,160,288,5,4,960,0,1970,1970,129000
714,754,725,3,3,533,2,192,70,475,2,1976,1479,2,13517,70,289,44,8,6,725,0,1976,2005,130500
715,1350,0,3,3,0,6,1064,78,478,2,1974,1350,3,10140,78,174,0,5,6,1064,0,1974,1974,165000
